846|152|211|156|
487|302|131|234|
307|457|312|221|
186|200|110|191|
530|50|149|179|
386|52|73|205|
179|53|237|108|
90|470|235|97|
390|191|138|204|
698|266|25|23|
30|271|193|17|
66|418|264|89|
33|119|318|237|
725|470|231|166|
239|437|290|237|
166|147|12|181|
7|345|75|145|
62|292|85|120|
493|456|1|88|
998|40|280|207|
921|474|312|223|
113|80|131|51|
811|354|47|175|
799|184|280|143|
692|230|116|213|
602|120|208|109|
714|497|113|70|
252|133|16|22|
870|368|178|137|
568|277|111|54|
743|281|245|184|
280|487|21|144|
893|202|127|87|
912|168|266|28|
78|355|282|121|
818|131|117|244|
551|75|93|210|
414|219|155|129|
317|410|137|77|
466|241|92|87|
168|357|287|235|
535|326|269|86|
645|287|309|24|
822|202|257|235|
245|107|327|128|
359|476|176|134|
150|333|167|107|
774|286|168|45|
889|127|49|104|
206|119|92|50|
486|128|98|13|
441|63|63|197|
429|70|179|23|
481|129|84|29|
810|421|233|195|
614|312|2|235|
720|21|170|72|
775|363|301|18|
277|452|221|218|
313|385|138|206|
332|480|99|53|
934|428|145|4|
606|58|227|40|
63|88|294|229|
73|306|15|33|
660|232|143|11|
100|410|146|149|
241|312|123|189|
881|208|267|49|
81|200|273|111|
621|136|191|22|
914|14|237|72|
456|470|290|182|
888|470|69|105|
670|12|27|187|
851|47|24|178|
303|464|123|182|
131|249|241|16|
696|145|247|188|
180|268|34|172|
11|270|166|236|
750|494|268|84|
757|86|291|175|
642|340|196|73|
608|368|72|198|
357|370|108|79|
719|463|65|153|
351|3|12|118|
729|461|239|58|
835|209|230|25|
22|209|136|223|
246|156|318|135|
727|91|118|182|
399|140|96|84|
841|23|90|93|
905|331|250|147|
948|141|108|104|
867|488|120|12|
804|156|214|83|
79|489|269|207|
894|479|301|156|
753|50|267|7|
105|442|209|136|
872|453|251|190|
664|99|159|151|
324|19|86|57|
730|294|174|165|
6|484|331|51|
997|293|322|186|
217|397|310|95|
204|436|66|209|
