97|289|2348|38|1664|151|
4859|2118|2088|1190|830|1086|
4892|4502|2130|1865|1683|964|
3|1775|565|1543|909|104|
2534|3267|698|641|1880|1237|
8783|423|33|220|572|1511|
5742|4658|2742|2272|1715|414|
3381|3937|50|1395|92|16|
1575|3920|1584|49|1309|1148|
8010|1690|3159|1404|797|257|
2439|4935|2013|1451|1443|579|
778|3417|1912|1826|1622|462|
2843|3436|2515|1396|240|440|
2496|1634|386|1485|1986|313|
1747|2477|1598|1044|1010|1523|
4548|2284|1156|1356|246|554|
1646|4203|1601|686|695|862|
4425|305|25|828|567|1496|
4299|112|2508|2401|757|743|
4228|26|1036|1436|1157|1631|
9066|4706|987|2240|1473|457|
7573|3926|2052|1685|1130|169|
9218|3997|303|572|859|1601|
1040|2973|1167|1169|821|496|
4253|2165|2007|2269|1143|116|
308|4940|3008|2395|1594|312|
5279|4985|1607|44|1838|1485|
3684|2073|1273|2327|1450|633|
1323|2635|118|996|241|1400|
5126|241|542|1732|810|425|
5298|772|623|206|313|323|
4392|2178|1795|1959|569|516|
3842|357|870|1627|242|82|
6791|3688|2446|950|69|143|
279|3202|326|31|1792|158|
970|2501|2633|2463|56|492|
2054|4318|2060|190|754|1401|
207|3827|397|789|1308|1101|
898|1210|1081|2288|1073|1512|
1125|4660|1894|1761|1460|834|
3185|93|890|2035|1990|565|
8908|712|2102|2141|427|289|
8462|2080|2567|1735|1158|143|
9724|4889|1126|78|1234|255|
9117|3821|1897|965|893|514|
8344|3303|1623|2000|1401|1218|
4961|3885|1410|945|739|649|
6197|3269|156|1016|1069|595|
3825|4949|3161|173|1561|146|
5825|3909|2675|1966|1262|147|
6974|4070|2437|1658|1938|1121|
9248|2510|3313|950|1406|599|
7944|3363|3078|345|104|1346|
4538|2456|3318|1341|399|252|
5833|2194|1581|386|1864|739|
5460|4131|2111|524|1754|1439|
8282|3636|3157|286|1535|111|
6901|2480|2536|1645|1636|447|
6826|3332|599|1611|1971|23|
6376|4006|1224|732|869|557|
9608|4343|3285|769|130|716|
4444|4614|1571|1388|251|1352|
1194|4593|2480|182|563|1046|
9255|3157|955|159|84|1202|
9047|3871|1938|2197|34|1336|
6459|2116|2302|2307|1638|1048|
243|3963|688|50|1507|369|
6274|2220|1878|276|1072|225|
4952|3055|2226|892|899|73|
4751|3832|1899|13|1423|233|
6963|916|1388|2321|1443|331|
5939|1938|2081|1502|646|720|
9021|1320|2483|1298|809|984|
3617|4982|2440|1320|475|169|
2958|1391|2907|798|594|381|
4540|198|2221|2389|44|941|
9062|1357|1739|1568|463|15|
5797|3890|688|251|1820|406|
4379|4399|2030|18|1533|593|
6069|1343|2575|1041|766|1243|
4910|4104|84|115|1683|571|
1214|4551|3325|971|1761|1309|
3003|4683|102|1138|910|1555|
8374|413|3258|1836|374|1494|
8040|3381|811|1370|449|170|
1370|2222|2000|2035|952|968|
8155|1561|1709|1381|1971|855|
5457|2047|2540|642|1594|814|
9654|4300|2637|1234|91|1084|
6870|1198|1037|2058|628|548|
6341|888|2548|1099|493|59|
3144|4978|176|185|832|673|
9121|3956|3020|1543|1250|168|
9849|3868|244|803|410|151|
2081|2178|1502|1904|1041|357|
5577|530|919|474|428|1626|
8866|2075|1651|1788|931|57|
4468|4359|2801|601|980|1007|
3060|1181|294|872|351|577|
7416|4064|2229|507|1785|499|
770|1554|2313|1927|417|990|
6877|2739|2212|1905|72|6|
3436|3595|1885|1897|172|543|
4793|3800|1667|604|1878|649|
8815|1669|3008|868|842|185|
4689|2193|2497|1930|1987|690|
783|3247|2170|1040|718|329|
590|526|1476|886|280|963|
8857|3208|51|1278|1993|761|
8387|2575|3311|2259|991|807|
36|3064|2023|238|1827|1642|
8943|3701|477|1939|1246|942|
2815|1165|574|811|312|1041|
7312|2577|2752|1304|116|957|
5365|955|2022|1834|895|794|
2598|1883|2855|764|1074|946|
901|3571|577|1741|832|162|
662|4771|605|2414|667|387|
1132|2336|1423|664|1824|416|
2627|4717|2182|2381|299|1594|
355|4192|603|1069|1455|575|
6116|3449|2732|1613|781|1575|
1313|175|2922|1008|767|1326|
7733|3994|1021|423|1135|4|
1497|510|801|749|1380|1533|
6601|1670|1383|485|1577|968|
9677|3339|1705|1064|1702|1381|
2141|1678|316|2008|1093|444|
9662|732|2481|2347|1289|755|
1628|933|404|297|1365|1327|
4990|1668|1536|2320|568|1337|
5767|2846|1707|311|328|695|
916|2571|1634|1920|1422|196|
4500|4640|376|1869|828|1314|
4187|2051|809|244|897|530|
9208|1106|2116|518|312|1459|
51|3641|67|415|1454|567|
4294|1122|2104|1265|694|1457|
9736|294|1928|2349|572|191|
5977|764|752|1110|187|924|
4205|1403|1512|1010|1280|701|
5786|4563|486|1828|1445|339|
3710|2699|2727|18|859|1137|
5502|3940|1670|1514|1153|1439|
2055|2538|1421|967|253|1136|
1554|4104|598|627|1291|684|
1225|3417|2999|1187|1302|133|
87|365|2809|417|1141|1088|
178|2272|1619|12|216|935|
2546|2156|2505|1459|1881|1599|
4494|1650|1965|2135|643|139|
7385|4672|2203|1322|1071|1643|
5437|1909|2723|941|1999|78|
192|2047|2662|715|307|254|
3821|4173|1624|2486|830|815|
5586|35|302|2293|1238|1399|
8686|4498|512|1768|1309|1200|
5569|4608|2212|1897|1503|1632|
1727|121|2339|1033|901|932|
7749|3677|1030|2113|1395|97|
8945|4766|851|2231|425|1112|
646|2498|2966|477|988|1545|
2205|939|2331|1894|1491|1604|
7432|1272|3269|1132|1952|1152|
8231|1950|3322|962|30|1063|
8421|1873|1542|1980|1103|1327|
9659|4264|298|1545|1655|524|
8253|3484|215|2220|528|1428|
1128|4295|486|548|1496|66|
5443|856|1326|999|1928|381|
853|406|1078|197|1376|1045|
1307|4028|2842|228|1304|1548|
3322|3552|1720|2076|888|611|
3578|3097|3320|1613|355|753|
8682|3156|2477|1194|1175|1070|
3846|4519|414|690|1531|932|
6321|3987|1146|25|756|1576|
960|1112|2827|2237|1675|508|
6943|4403|2168|415|409|732|
3130|4654|2745|549|1027|874|
4557|4682|375|754|718|609|
1208|1724|1750|1654|1513|1270|
876|1244|998|1683|639|1304|
6577|1789|3008|677|1483|1060|
7866|3918|1844|1840|1055|399|
7035|3258|2691|709|234|135|
9700|1944|2705|1417|1356|177|
7069|3703|3264|1060|1706|77|
9212|506|319|2226|1616|1290|
5638|1591|1658|941|766|1627|
772|1951|929|2460|131|898|
3303|2970|1643|1932|25|560|
2208|622|2947|276|949|1180|
9459|338|2796|507|348|12|
7975|1576|446|870|723|1153|
1865|2884|1408|871|54|1066|
3553|2552|319|2449|1751|1124|
5326|3829|2721|2367|1348|1611|
4309|3023|3085|2425|400|1196|
2311|3457|2804|2481|1969|266|
4461|92|3059|779|1260|848|
5753|4158|2638|507|333|534|
3181|300|705|1324|1886|547|
5161|2058|295|2376|467|904|
468|2996|1040|2168|1332|841|
6648|2990|2658|2035|12|418|
8715|1656|2213|461|1484|232|
409|3628|590|2126|127|1324|
6962|2539|3152|1398|1043|931|
3049|3517|2503|1903|534|974|
7847|763|3037|1936|923|1039|
3980|1458|2268|2316|961|778|
801|1412|2281|2216|1990|764|
9131|4983|3037|1134|1132|950|
8594|1769|2655|1060|1738|1323|
797|4943|1224|1238|1267|1211|
9607|1608|2247|808|532|982|
2108|4599|1147|2420|1509|1520|
1526|1619|1538|2269|768|1118|
829|3124|2588|651|462|1017|
6927|859|18|89|1650|508|
7293|135|618|2074|1355|992|
937|1897|1542|1592|245|610|
7556|2114|3211|1519|492|1636|
8780|2760|1472|1138|1699|1589|
6532|4473|959|49|187|195|
4315|2237|579|1524|556|454|
2923|1109|3139|1292|524|1368|
5947|2083|266|254|1418|1004|
8381|3685|1384|1405|1119|383|
2605|4410|1430|579|1745|907|
5425|2502|969|1050|1600|744|
1495|660|919|363|1262|769|
1306|888|393|1837|1113|361|
3343|1196|1518|263|155|605|
9067|4555|421|243|1649|240|
9661|4916|622|1675|1721|472|
3599|3837|478|1617|1477|1418|
412|1770|2179|323|222|379|
2229|28|1690|1896|962|613|
1527|2903|1256|2465|860|287|
9175|1266|2929|640|129|47|
9332|3694|28|1108|401|43|
3571|2005|2256|918|961|1050|
67|641|186|2189|915|1059|
1621|194|1251|284|489|256|
788|509|371|2337|423|1559|
1357|411|557|849|1306|1110|
8139|3302|1139|1251|1776|489|
1446|4930|1019|154|218|620|
8865|3249|1885|1806|203|812|
8196|2109|567|471|966|1445|
5905|2770|738|988|55|177|
9063|11|2268|2359|361|1382|
1388|443|1096|990|717|850|
168|3249|876|1904|753|15|
5467|4631|2539|816|1798|535|
5138|1611|133|1625|1692|1080|
6396|2270|637|1360|1315|527|
4319|1927|663|1829|1128|449|
1400|972|2512|2188|1006|1216|
261|79|1230|459|1269|1631|
3594|1032|2757|1048|1790|567|
7775|4478|2980|716|97|568|
5709|1682|2063|318|1074|179|
5426|4761|741|438|1599|669|
7131|122|1602|1024|1499|411|
3094|3737|1287|536|1461|661|
6245|4162|471|315|1563|1078|
2090|4082|1983|1933|257|956|
9303|1910|518|1913|162|1289|
1275|4198|2878|302|1000|1490|
5259|3866|1214|1616|741|974|
1530|1525|2686|2364|1120|1450|
9992|3711|2501|2049|1630|631|
9941|1563|864|1908|810|1431|
636|4463|1125|469|1290|925|
9582|4160|2926|827|994|1572|
3071|972|2263|1042|1257|465|
7166|2357|3021|914|1061|671|
7608|2533|3061|1577|1305|326|
3388|3679|2547|1437|1308|1189|
4169|783|1493|2244|1763|1062|
4408|1222|706|43|1558|371|
893|3249|786|844|547|1244|
2368|2431|170|1878|1228|503|
2905|778|3160|2077|1104|495|
1383|2290|2900|1745|841|707|
3462|15|681|1816|1665|740|
8325|2083|135|690|211|1006|
536|4809|3091|2314|636|47|
5883|1303|744|1089|446|1096|
865|2511|1022|435|1973|784|
1068|4415|2893|141|778|1199|
3758|4090|646|2487|539|491|
8141|3694|1254|2129|1736|152|
194|1027|2163|2362|268|592|
8055|151|2510|152|725|1098|
743|441|1831|1108|848|787|
8261|674|556|1232|1203|946|
3595|4468|1079|1610|1789|898|
1833|3954|1288|2009|805|1436|
8592|704|2280|1379|218|1391|
2862|4740|1615|2114|677|470|
3215|1097|221|2465|1281|1076|
2582|2361|2706|923|392|580|
3558|1252|542|885|1494|1149|
6306|3008|1169|2373|941|1558|
9307|2337|1283|2104|1647|1401|
9449|1398|2015|108|1003|1338|
1070|1971|1386|1968|293|1457|
1443|2768|1620|2096|1432|1114|
8434|2760|1364|648|1778|797|
2051|1146|125|568|783|1162|
1914|4433|2499|827|380|1367|
8017|2059|1027|811|611|632|
8098|774|1592|1820|297|230|
6668|2535|2577|763|825|1595|
2506|2953|2613|2378|1666|713|
4091|794|2373|1864|1755|816|
5077|2613|511|2416|1515|820|
5320|3791|2504|2384|1588|584|
3663|2216|1632|1962|1913|884|
9127|2983|3103|1141|1136|980|
2354|2913|1890|2460|436|1283|
4185|2815|910|911|289|1483|
4628|4262|3087|265|764|1067|
8115|2514|2481|1310|1912|1249|
3625|3738|2872|188|1889|26|
9723|2636|2778|941|1038|1085|
2241|1798|1247|675|737|1430|
2626|2369|974|614|1167|970|
9905|2612|2026|2336|724|1050|
8302|2488|219|989|1989|1167|
5785|4861|2075|720|1466|613|
236|2851|3178|326|588|804|
2829|3448|2234|449|948|841|
7359|3689|157|2337|763|1239|
6265|2551|2977|2466|1934|1017|
2989|193|15|174|1184|62|
600|1851|1922|2031|1765|1618|
2558|615|576|1719|1417|4|
5089|4924|3108|827|1376|1257|
7607|2537|1807|1777|407|1550|
9292|1996|2262|1666|1007|278|
1741|639|2172|1024|1831|1614|
1687|818|3306|608|713|1091|
3565|2537|2787|2328|256|511|
348|4707|139|532|45|1142|
471|2824|2962|588|1956|265|
9696|500|2377|1685|166|188|
9194|4357|918|186|697|59|
1960|4645|728|2469|1733|106|
7245|1201|915|1544|947|657|
9967|432|462|444|688|10|
2661|253|772|1275|1588|397|
9921|932|946|769|527|158|
396|2118|2526|196|1231|303|
358|3719|3263|1726|1972|1427|
5494|1021|1716|1707|614|245|
1315|395|324|2451|1923|1171|
149|2301|751|535|1918|572|
9024|101|2193|57|1903|28|
1501|2250|958|595|1246|724|
9735|3024|2574|2440|1732|411|
4018|1945|1216|1686|1492|353|
4259|1344|1325|2117|1304|1358|
2359|3414|1929|2451|1683|866|
368|3362|767|1060|211|410|
1270|2555|1024|2107|655|1470|
9764|613|2231|1270|442|1282|
4131|1713|606|1906|309|529|
981|3073|900|1772|497|1394|
6388|2623|1282|576|1423|1500|
3888|1878|1036|262|1996|1304|
9513|3876|1573|979|854|697|
6545|1044|1714|876|1284|1117|
8772|4394|1490|2091|1992|602|
3669|3375|1312|1829|1102|1302|
5845|4986|2082|2357|1922|1181|
5573|942|2731|1888|1989|643|
9516|4894|1829|927|160|887|
4934|4032|436|2169|1026|1587|
4439|1926|2242|1047|1913|1591|
3220|4522|532|2158|164|352|
4770|823|2061|1268|1620|1080|
7671|1741|817|617|1605|525|
2424|627|45|1715|1421|917|
7390|2406|2275|324|1865|1660|
4047|1165|1685|1557|935|552|
3894|4241|938|369|1305|1540|
5106|1636|31|288|1286|643|
7120|284|887|589|936|885|
7279|375|2658|1984|1930|1183|
394|162|1247|471|816|122|
7052|1137|920|473|1555|1334|
4414|1394|2554|150|272|1491|
4838|2256|2679|548|726|197|
7130|685|1302|1705|519|474|
4871|626|3296|133|556|548|
7085|915|95|2213|64|1443|
2458|1481|17|1299|566|2|
2260|1050|1249|979|764|1447|
128|2995|1031|1826|1411|1502|
6207|1559|231|1458|758|1529|
8157|3931|1175|210|1394|465|
5934|106|1644|2118|862|1154|
407|2932|2646|2240|1336|754|
9673|3533|1054|1714|374|154|
210|2679|169|2178|854|149|
6468|4317|2638|331|1824|293|
8175|3908|2512|959|683|598|
835|4481|840|1125|803|1120|
5474|4411|497|1645|1954|1517|
2573|2832|3005|2426|1129|377|
7335|1242|516|303|1773|1527|
5639|3121|311|933|1277|713|
6022|4435|961|2126|1354|1479|
4318|1715|2046|1343|603|1612|
2449|575|1812|2323|1375|107|
502|3001|1759|2301|151|205|
421|1962|2372|2257|286|343|
6684|1889|601|1050|1645|916|
1811|1195|2792|2449|572|1447|
431|94|603|856|1475|574|
3555|500|44|1559|1780|1534|
83|1080|1079|159|296|1033|
6624|2426|2099|1535|1731|1178|
9806|2912|2078|2006|1709|127|
3512|698|3330|1835|1840|414|
7596|1777|2858|1309|43|1269|
5446|3771|505|2436|604|1601|
2132|2368|1850|277|897|251|
3628|2512|745|1559|1285|1450|
434|713|930|1280|571|1039|
1243|2565|1628|2001|107|516|
1871|2121|3086|786|777|578|
1180|3398|71|1754|502|1143|
5063|3254|104|1562|1834|167|
6152|1855|3064|186|946|427|
440|507|344|1136|247|265|
9221|2625|222|1970|1974|473|
7713|909|1877|947|178|1057|
8600|3290|906|1932|1185|377|
7537|4594|2865|326|460|1460|
8281|4806|2738|17|1485|1025|
446|3432|1825|1205|318|422|
2225|2356|853|1578|41|933|
8419|2773|387|1900|1411|1541|
2382|3386|232|1393|1963|1591|
8685|3765|2746|571|742|1109|
2615|4940|238|1485|463|982|
452|474|1700|2386|1180|925|
290|185|698|661|423|16|
9498|57|1911|42|550|922|
8781|2037|431|2434|60|797|
2349|4327|1721|657|1992|1506|
8524|3633|990|2145|1713|707|
1516|4693|2345|702|697|1617|
9353|458|967|2414|1760|1167|
5656|2620|2459|2268|1694|1370|
5599|4170|1105|1118|70|634|
7287|3742|2619|564|727|565|
8411|228|2535|1516|1446|297|
5783|4109|2856|717|1737|1532|
560|396|2048|2006|1025|47|
436|3496|1036|1445|1544|84|
1212|2979|3024|1255|1043|195|
2039|2731|1579|1462|846|966|
8680|4573|544|1415|318|8|
8382|3525|1267|707|1940|1310|
7991|774|2113|1986|1880|1516|
2932|2625|2413|49|1837|210|
8117|3894|2282|1754|1898|773|
9910|70|2900|619|345|1556|
5605|1416|1455|2299|1783|297|
8345|1371|3057|843|1107|1079|
7470|4320|1658|1612|966|223|
1488|644|433|1621|1383|1186|
9280|1466|2360|2288|803|45|
3427|1211|1376|2212|1785|55|
9041|648|3283|1985|1067|167|
8570|577|1872|2365|795|176|
465|3559|1405|505|1856|1635|
1957|14|1869|841|1502|1313|
295|4733|2103|1145|439|998|
1202|1392|3293|1317|854|192|
9604|2983|3005|886|185|209|
338|1227|1329|780|1004|1092|
489|1346|2307|1580|213|433|
6703|4595|3185|2201|74|108|
535|4579|3305|1324|1952|1022|
8311|2692|2388|361|601|857|
722|3996|718|1026|1835|343|
7657|3474|1522|1795|560|800|
9128|3354|313|205|1280|1598|
7144|4757|2347|1578|668|1477|
9583|2145|1030|592|1693|1494|
5420|2977|3034|737|1033|498|
153|4863|190|213|862|356|
3913|1889|319|1689|1289|482|
5702|811|3064|2478|894|614|
3456|1475|479|844|335|345|
1999|872|1224|636|254|542|
3909|1515|3030|106|811|1277|
7634|824|3026|2042|359|1548|
8305|3627|3294|2460|1367|277|
5184|1874|2051|286|1330|1278|
5850|1338|1446|1552|445|454|
2897|2063|2336|1009|1536|1391|
6248|3817|140|264|966|184|
7796|4990|1877|1621|1805|1625|
7615|2286|1199|725|1829|327|
5623|2049|60|686|1868|826|
1619|2201|3071|1757|1229|661|
4571|3242|2638|1906|1574|622|
4825|4215|2155|1885|1550|1128|
7864|3402|2719|57|1905|1298|
640|4839|2511|598|1042|1268|
4289|133|2162|415|24|1021|
3948|1766|1658|365|1889|1299|
589|4515|592|746|1380|806|
1829|1750|2591|1326|1612|3|
9441|1267|865|1549|1158|60|
9902|882|2216|2284|1583|163|
2191|3053|1198|1922|1811|70|
3315|121|325|1837|1979|483|
3849|3281|1385|90|1612|373|
5754|1844|276|1599|222|1206|
4385|4515|2063|1813|1164|787|
5227|4945|2330|2146|721|286|
6135|886|3328|1078|1232|18|
9558|4239|1594|2259|749|1588|
802|2708|2056|539|124|721|
7094|3620|239|2086|529|870|
6924|1543|2810|2173|1608|1295|
353|3326|1255|1971|325|1383|
2209|3716|642|1474|1345|1125|
2114|1615|3262|347|1555|1085|
221|3661|1129|817|1813|1533|
6404|4338|926|2398|942|419|
9883|1607|953|1482|368|903|
9401|3250|1668|431|1841|1056|
2772|4092|619|792|1692|1273|
8343|827|3020|1390|859|352|
5772|3097|377|2012|1379|81|
2398|3866|744|2000|609|1581|
5253|3586|1455|140|613|794|
7196|1555|2877|1203|1555|309|
9110|3948|3261|1360|154|1182|
4065|1156|1637|229|942|1|
7998|2962|3057|583|1597|1370|
7702|4570|1921|2447|509|489|
3017|7|581|45|1026|1087|
2635|2156|531|343|1573|1417|
584|1533|1943|1628|6|716|
46|4140|2417|1414|1527|1513|
2222|2456|1740|1311|1059|363|
1514|3477|953|1411|1194|1033|
7306|13|2413|2453|1983|234|
4378|3823|1495|615|1219|1640|
7061|4214|3251|765|916|307|
8638|539|1604|447|1669|867|
9585|2165|1783|1551|1534|55|
3808|3833|230|725|1103|1379|
360|3445|425|485|1465|1429|
7576|2109|3009|1952|957|233|
4627|943|1570|926|185|1117|
1909|2246|1351|1632|1263|1116|
4442|2542|3051|2198|620|1001|
