0|1231|511|
0|1451|164|
0|1677|895|
0|1729|1770|
0|1762|444|
0|1827|364|
0|1954|2094|
1000|1054|1038|
1000|1432|1382|
1000|1458|1404|
1000|1969|2133|
100|1013|133|
100|1061|1949|
1001|1048|1511|
1001|1232|1256|
100|1137|1294|
1001|1597|1956|
1001|1614|1556|
100|1464|2401|
100|1521|702|
1002|1729|142|
1002|1801|1740|
1002|1934|1430|
1003|1018|1129|
1003|1391|2330|
1003|1531|2269|
1003|1670|676|
1003|1706|2498|
1003|1862|724|
1004|1056|95|
1004|1418|254|
1004|1566|1563|
1004|1661|1902|
1004|1856|608|
1004|1896|2429|
1004|1957|1612|
1005|1722|2351|
1005|1931|399|
1006|1587|202|
1006|1593|899|
1006|1629|2398|
1007|1031|1840|
1007|1376|1952|
1007|1759|2230|
1007|1922|2187|
1007|1975|1581|
1008|1571|1809|
1008|1752|1480|
1010|1420|1414|
1010|1475|1458|
1010|1887|344|
1011|1008|1139|
1011|1008|1879|
1011|1188|2081|
1011|1809|449|
101|1590|743|
1012|1034|2365|
1012|1530|1222|
1012|1840|1396|
1012|1866|2159|
10|1279|1033|
1013|1623|463|
1013|1976|170|
1014|1291|443|
1015|1321|2093|
1015|1356|2051|
1015|1543|1850|
1016|1223|345|
10|1665|1464|
1017|1073|1627|
1017|1125|716|
1017|1780|811|
1017|1934|2466|
1018|1941|1337|
1019|1180|2410|
1019|1574|625|
1019|1598|2244|
10|1927|1705|
10|1945|1332|
10|1966|2452|
1020|1194|1421|
1020|1994|308|
102|1080|340|
102|1116|1690|
1021|1311|1236|
1021|1593|1942|
102|1850|2358|
1022|1133|106|
1022|1147|784|
1022|1586|1811|
1022|1594|2160|
1022|1896|1103|
1022|1952|1324|
1023|1446|2380|
1023|1536|1581|
1023|1687|1076|
1024|1082|1996|
1024|1216|2041|
1024|1559|2028|
1024|1633|666|
1025|1159|1977|
1025|1485|17|
1025|1582|701|
1025|1703|1573|
1025|1844|1616|
1026|1103|1617|
1026|1165|308|
1026|1212|312|
1026|1379|694|
1026|1843|535|
1026|1956|646|
1027|1194|2335|
1027|1346|556|
1029|1119|1381|
1029|1360|1459|
1029|1480|1022|
1029|1691|1600|
1029|1930|1600|
1029|1946|152|
1030|1092|440|
1030|1291|1052|
1030|1563|389|
103|1241|1287|
103|1715|2228|
1032|1078|1273|
1032|1416|1574|
1032|1481|2037|
1032|1575|966|
1032|1621|1838|
1032|1760|1850|
1033|1194|1411|
1033|1303|1669|
1033|1355|1057|
1034|1479|2054|
1035|1063|2012|
1035|1075|790|
1035|1116|1117|
1035|1417|21|
1035|1824|2400|
1035|1852|1893|
1035|1899|377|
1036|1879|1636|
1037|1383|1270|
1038|1546|1763|
1038|1662|810|
1038|1905|872|
1039|1135|406|
1040|1411|234|
1040|1615|851|
1041|1055|1336|
104|1871|1151|
1042|1050|69|
1042|1238|1873|
1042|1330|1819|
1042|1576|117|
1042|1658|634|
1042|1854|2183|
1042|1878|1620|
1043|1471|709|
1043|1664|262|
1043|1731|154|
1043|1970|422|
1044|1474|2145|
1044|1505|303|
1044|1616|1421|
1044|1616|406|
1045|1376|197|
1045|1511|735|
1046|1119|415|
1047|1058|2197|
1047|1159|1196|
1047|1184|1508|
1047|1503|1357|
1047|1556|1243|
1047|1808|793|
1048|1012|364|
1048|1202|163|
1048|1627|1393|
1048|1638|2307|
1048|1907|1556|
1049|1009|1364|
1049|1043|772|
1049|1409|1421|
1049|1506|324|
1049|1745|430|
1049|1846|454|
1049|1949|1359|
1049|1987|1018|
1050|1214|1397|
1050|1693|2276|
1050|1769|2130|
1050|1942|2214|
1051|1642|1927|
1051|1683|543|
105|1425|1332|
105|1677|1541|
105|1822|1927|
1052|1286|1513|
1052|1348|1003|
1052|1836|1561|
1052|1875|2168|
1053|1584|843|
1053|1946|2127|
1054|1078|456|
1054|1125|851|
1055|1013|745|
1055|1103|1721|
1055|1225|1448|
1055|1473|1537|
1055|1544|1300|
1056|1131|2280|
1056|1160|489|
1056|1767|823|
1056|1821|976|
1056|1841|431|
1057|1060|1666|
1057|1480|1077|
1057|1540|1747|
1058|1100|356|
1058|1703|190|
1060|1344|743|
1060|1483|677|
1060|1493|767|
1061|1461|76|
1061|1952|183|
106|1674|504|
106|1733|2469|
106|1769|677|
106|1968|1568|
1062|1348|697|
1062|1652|1645|
1062|1763|2244|
1063|1125|1915|
1063|1486|578|
1063|1740|541|
1064|1330|2278|
1064|1358|687|
1064|1543|1496|
1064|1771|2147|
1065|1884|2477|
1065|1972|352|
1066|1408|1467|
1066|1899|157|
1067|1069|2095|
1067|1379|1721|
1067|1706|589|
1068|1485|2143|
1068|1493|1878|
1068|1589|2190|
1069|1716|906|
1069|1732|1356|
1069|1803|1669|
1070|1175|1194|
1070|1237|2032|
1070|1707|1120|
1070|1827|52|
1071|1811|1982|
107|1187|2442|
1071|1901|1610|
107|1375|2323|
107|1679|323|
107|1749|892|
1072|1680|2125|
1072|1889|2321|
1073|1615|2374|
1074|1192|1966|
1074|1356|188|
