0|700|388|2|
100|920|382|3|
101|910|408|4|
102|908|395|5|
103|773|292|3|
104|385|66|1|
10|483|475|3|
105|929|297|2|
106|844|298|4|
107|764|467|6|
108|948|406|5|
109|946|477|3|
110|186|362|2|
111|826|353|3|
112|629|475|2|
11|368|279|2|
113|714|497|2|
114|903|251|4|
115|876|10|1|
116|692|230|2|
117|818|476|2|
118|727|435|3|
119|514|467|1|
120|867|488|2|
122|887|394|5|
123|802|490|6|
124|986|443|6|
125|962|378|5|
126|971|342|1|
127|893|437|4|
128|378|207|1|
12|982|388|8|
129|994|429|2|
130|898|236|2|
131|635|439|4|
132|863|275|1|
133|575|462|4|
134|334|425|3|
135|942|386|2|
136|701|403|4|
13|702|419|4|
137|454|410|5|
138|759|442|5|
139|231|456|2|
142|748|430|4|
143|890|232|2|
144|781|326|4|
145|934|428|2|
146|218|420|2|
147|814|196|2|
14|823|470|3|
148|596|455|4|
149|866|59|3|
150|996|467|2|
151|592|426|5|
152|807|263|4|
153|707|321|2|
154|468|234|1|
155|421|322|2|
156|579|434|3|
157|768|494|4|
158|899|426|2|
15|896|426|5|
159|723|407|6|
160|476|92|3|
161|833|457|5|
16|252|133|1|
162|932|462|2|
163|989|381|7|
164|933|222|1|
165|227|220|1|
166|751|487|3|
167|767|333|2|
168|774|314|4|
169|492|453|2|
170|720|318|3|
171|760|329|5|
172|653|478|4|
173|268|187|2|
174|850|317|5|
175|777|450|4|
176|943|476|5|
17|859|372|3|
178|870|406|4|
179|429|70|1|
180|961|478|8|
181|630|206|3|
18|234|86|1|
182|972|456|2|
1|836|456|5|
183|927|444|3|
184|379|180|3|
185|993|335|1|
186|941|214|2|
187|763|54|1|
188|613|330|1|
189|915|267|2|
190|742|495|5|
191|827|358|4|
192|712|492|1|
193|816|354|3|
194|171|349|2|
19|444|402|4|
195|813|449|3|
196|843|485|4|
197|990|435|6|
198|855|297|2|
199|772|445|3|
200|809|184|3|
201|565|279|2|
202|966|480|6|
203|256|124|1|
204|931|446|4|
206|400|160|2|
207|956|209|1|
208|930|484|3|
209|882|442|5|
20|992|483|5|
210|637|276|4|
211|969|341|7|
212|458|229|1|
21|280|487|1|
213|831|475|3|
214|861|423|4|
215|683|462|4|
217|758|271|3|
218|522|345|2|
219|517|257|4|
220|769|397|3|
221|277|452|3|
222|726|490|10|
223|539|454|4|
224|512|451|4|
226|422|368|3|
22|644|60|2|
227|913|411|4|
228|460|284|2|
229|988|3|1|
230|835|476|3|
231|829|470|3|
232|364|348|4|
233|877|421|4|
234|426|279|2|
235|928|470|5|
236|800|271|2|
237|914|192|3|
238|897|238|2|
23|901|475|2|
239|949|461|6|
240|663|455|3|
241|131|249|1|
242|249|361|1|
243|478|491|1|
244|955|431|6|
245|743|370|2|
246|985|429|5|
247|952|387|7|
24|851|419|4|
248|967|267|5|
249|795|431|2|
250|939|426|5|
251|872|453|5|
252|947|447|4|
253|716|181|2|
254|878|471|2|
255|577|347|1|
256|812|379|2|
25|698|266|3|
257|822|239|4|
258|684|490|4|
259|911|161|2|
260|987|144|5|
261|416|34|1|
2|614|469|3|
262|840|258|3|
26|315|473|3|
263|916|406|3|
264|66|418|2|
265|924|271|3|
266|912|357|4|
267|970|208|4|
268|750|494|2|
269|875|489|4|
270|974|305|3|
271|874|311|2|
272|991|465|4|
273|977|414|3|
275|965|476|5|
27|670|12|1|
276|862|354|5|
277|607|446|4|
278|665|264|2|
279|837|295|4|
280|998|184|3|
281|276|306|2|
282|504|355|3|
283|197|228|2|
284|834|497|3|
285|706|460|2|
28|627|462|3|
286|74|227|1|
287|693|410|4|
288|953|488|5|
289|968|430|5|
290|456|470|4|
291|757|86|1|
292|455|326|1|
29|329|355|3|
293|675|434|1|
294|473|377|2|
295|978|455|4|
296|790|460|3|
297|815|89|2|
298|591|455|3|
299|685|410|4|
300|588|259|3|
301|894|479|6|
303|682|205|3|
305|610|302|2|
306|293|309|1|
307|975|97|2|
308|310|424|5|
30|885|122|4|
309|645|451|4|
310|954|397|4|
311|741|497|3|
312|921|474|5|
313|959|473|3|
314|819|255|2|
315|616|445|3|
316|776|380|3|
317|24|353|1|
318|590|409|4|
319|211|410|2|
31|995|139|5|
320|838|373|2|
321|847|469|4|
322|997|463|5|
323|203|221|2|
324|70|99|1|
325|935|294|2|
326|973|460|4|
327|766|280|6|
328|328|458|2|
329|856|66|1|
330|708|477|4|
331|463|484|4|
332|647|77|2|
33|944|459|4|
34|672|268|3|
35|771|386|3|
36|999|440|4|
3|749|410|3|
37|852|483|4|
38|736|467|3|
39|917|479|3|
40|938|339|4|
41|656|274|1|
42|981|429|5|
43|900|369|3|
44|958|317|3|
45|558|421|3|
46|895|421|2|
47|811|354|9|
4|821|309|4|
48|722|380|1|
49|889|127|1|
50|586|447|2|
51|611|443|3|
52|631|245|3|
53|195|204|1|
54|873|414|4|
55|783|355|3|
56|489|304|2|
57|157|104|1|
5|832|474|3|
58|909|287|3|
59|980|490|3|
61|724|437|4|
62|546|497|1|
63|619|487|3|
64|848|473|5|
6|554|438|4|
65|719|463|1|
66|204|436|1|
67|880|348|2|
68|936|193|2|
69|888|470|3|
70|5|469|1|
71|689|432|3|
72|608|368|2|
73|976|317|4|
74|786|346|4|
75|984|497|7|
76|925|448|5|
77|983|478|5|
7|884|341|5|
78|950|330|2|
79|521|491|2|
80|806|489|8|
81|418|16|1|
82|289|369|1|
83|306|339|2|
8|402|259|2|
84|481|238|2|
85|583|485|3|
86|411|324|3|
88|796|490|3|
89|690|381|4|
90|841|415|3|
91|257|260|2|
92|542|460|4|
93|926|163|3|
94|224|65|1|
95|649|458|3|
9|569|481|3|
96|709|492|5|
97|755|405|5|
98|486|128|1|
99|344|480|2|
