0|341|263|
100|410|45|
101|279|493|
102|116|308|
10|276|480|
103|419|290|
104|206|4|
105|442|398|
106|394|182|
107|439|70|
108|351|31|
109|317|14|
110|132|411|
111|369|434|
112|260|170|
11|270|256|
113|80|297|
114|446|223|
115|59|177|
116|58|334|
117|497|302|
118|192|380|
119|312|39|
120|318|477|
121|298|13|
122|368|126|
12|290|6|
123|437|250|
124|453|23|
125|161|251|
126|455|487|
127|410|61|
128|185|256|
129|378|466|
130|219|12|
131|249|458|
13|195|261|
132|190|494|
133|303|295|
134|454|16|
135|284|261|
136|45|496|
137|380|380|
138|287|348|
139|87|8|
140|478|398|
141|333|343|
142|277|386|
14|231|438|
143|0|222|
144|414|464|
1|445|256|
145|326|94|
146|96|385|
147|0|386|
148|23|249|
149|472|458|
150|333|299|
151|142|449|
15|146|415|
152|356|160|
153|51|112|
154|124|5|
155|435|21|
156|490|147|
157|104|341|
158|386|243|
159|382|405|
160|429|188|
161|55|369|
162|67|349|
163|181|371|
164|193|48|
16|51|119|
165|86|416|
166|147|379|
167|436|172|
168|357|326|
169|248|57|
170|329|269|
171|349|59|
17|172|72|
172|256|454|
173|467|384|
174|406|442|
175|402|384|
176|405|93|
177|165|293|
178|284|483|
179|53|451|
180|268|427|
181|415|448|
18|178|82|
182|166|309|
183|206|440|
184|183|288|
185|273|226|
186|200|279|
187|168|477|
188|100|376|
189|260|348|
190|352|427|
191|89|466|
192|97|5|
193|271|342|
194|67|55|
195|204|174|
196|306|306|
197|81|230|
19|80|273|
198|105|92|
199|227|55|
200|212|452|
201|174|478|
20|132|474|
202|476|208|
203|64|482|
204|436|251|
205|272|127|
206|119|59|
207|436|270|
208|266|248|
209|285|219|
210|150|370|
211|360|64|
212|365|432|
213|428|280|
21|344|343|
214|54|43|
215|227|43|
216|422|29|
217|397|372|
218|420|444|
219|31|299|
220|483|88|
221|14|208|
22|209|98|
222|154|356|
223|202|30|
224|65|189|
225|56|295|
226|249|381|
227|220|281|
228|342|326|
229|161|76|
230|35|413|
231|456|115|
232|137|358|
233|364|128|
23|376|164|
234|86|418|
235|80|294|
236|170|349|
237|348|225|
238|152|160|
239|437|438|
240|101|156|
2|40|180|
241|312|198|
242|424|432|
24|353|145|
243|67|314|
244|345|390|
245|107|341|
246|156|210|
247|426|299|
248|437|347|
249|361|441|
250|120|396|
251|299|129|
252|133|8|
253|212|417|
25|340|151|
254|346|115|
255|98|296|
256|124|449|
257|143|401|
258|457|21|
259|198|37|
260|306|222|
26|107|415|
261|446|18|
262|271|466|
263|50|180|
264|113|417|
265|118|70|
266|55|95|
267|445|287|
268|84|121|
269|426|120|
270|231|185|
271|308|115|
272|385|53|
273|436|172|
274|350|196|
275|474|384|
276|135|225|
277|452|398|
27|81|470|
278|206|124|
279|491|302|
280|487|304|
281|345|232|
28|143|408|
282|443|167|
283|7|479|
284|112|329|
285|187|298|
286|271|2|
287|234|200|
288|26|83|
289|369|484|
290|136|278|
291|117|238|
292|160|455|
29|317|7|
293|309|102|
294|114|463|
295|350|161|
296|138|333|
297|381|66|
298|51|180|
299|219|136|
300|420|342|
301|482|204|
302|329|283|
30|271|41|
303|464|102|
304|16|78|
305|8|9|
306|339|14|
307|457|445|
308|217|296|
309|494|300|
310|396|187|
311|354|55|
312|309|305|
313|385|318|
31|462|178|
314|95|122|
315|473|345|
316|395|272|
317|410|43|
318|408|472|
319|205|22|
320|380|244|
321|110|458|
322|495|303|
323|181|105|
324|19|464|
32|451|468|
325|66|416|
326|32|316|
327|50|172|
328|458|266|
329|355|16|
330|479|270|
33|119|345|
331|280|419|
332|480|277|
333|375|355|
334|246|254|
335|250|8|
336|391|379|
337|132|108|
338|300|14|
339|428|75|
340|170|258|
341|122|272|
34|142|67|
342|387|173|
343|391|123|
344|380|233|
345|400|231|
346|113|413|
3|467|321|
347|410|203|
348|382|358|
349|460|224|
350|253|184|
351|3|185|
352|483|360|
353|99|277|
354|258|294|
35|46|498|
355|196|258|
356|197|312|
357|370|284|
358|26|306|
359|476|87|
360|293|99|
36|17|433|
361|78|486|
362|372|339|
363|15|169|
364|95|244|
365|431|348|
366|177|107|
367|302|296|
368|279|378|
369|430|155|
370|340|395|
371|377|101|
372|359|472|
373|157|471|
374|219|497|
375|455|404|
376|451|118|
377|201|47|
37|79|91|
378|207|54|
379|180|54|
380|81|297|
381|338|414|
382|350|166|
