0|292|4433|
0|3350|4433|
0|3432|4433|
0|3610|4433|
0|4464|4433|
1000|2551|1570|
1000|2551|4244|
1000|2551|727|
1000|3222|1570|
1000|3222|4244|
1000|3222|727|
1000|4330|1570|
1000|4330|4244|
1000|4330|727|
1000|559|1570|
1000|559|4244|
1000|559|727|
1001|1932|1814|
1001|1932|3085|
1001|1932|4269|
1001|1932|4984|
1001|1932|692|
1001|2031|1814|
1001|2031|3085|
1001|2031|4269|
1001|2031|4984|
1001|2031|692|
1001|2066|1814|
1001|2066|3085|
1001|2066|4269|
1001|2066|4984|
1001|2066|692|
1001|2417|1814|
1001|2417|3085|
1001|2417|4269|
1001|2417|4984|
1001|2417|692|
1001|3700|1814|
1001|3700|3085|
1001|3700|4269|
1001|3700|4984|
1001|3700|692|
1001|3795|1814|
1001|3795|3085|
1001|3795|4269|
1001|3795|4984|
1001|3795|692|
1001|4632|1814|
1001|4632|3085|
1001|4632|4269|
1001|4632|4984|
1001|4632|692|
100|2015|168|
100|2015|2124|
100|2015|2757|
100|2015|4835|
1002|353|1352|
1002|353|1448|
1002|353|234|
1002|4441|1352|
1002|4441|1448|
1002|4441|234|
1002|896|1352|
1002|896|1448|
1002|896|234|
1003|3053|1520|
1003|3053|1935|
1003|3053|2192|
1003|3053|258|
1003|3225|1520|
1003|3225|1935|
1003|3225|2192|
1003|3225|258|
1004|134|1470|
1004|134|2069|
1004|134|2944|
1004|1960|1470|
1004|1960|2069|
1004|1960|2944|
1004|2352|1470|
1004|2352|2069|
1004|2352|2944|
1004|4034|1470|
1004|4034|2069|
1004|4034|2944|
100|4564|168|
100|4564|2124|
100|4564|2757|
100|4564|4835|
1006|1629|1227|
1006|1629|1936|
1006|1629|2711|
1006|1629|882|
1006|2800|1227|
1006|2800|1936|
1006|2800|2711|
1006|2800|882|
1006|4393|1227|
1006|4393|1936|
1006|4393|2711|
1006|4393|882|
1006|4590|1227|
1006|4590|1936|
1006|4590|2711|
1006|4590|882|
1006|741|1227|
1006|741|1936|
1006|741|2711|
1006|741|882|
1007|2477|2015|
1007|2477|3153|
1007|2487|2015|
1007|2487|3153|
1007|2577|2015|
1007|2577|3153|
1007|3634|2015|
1007|3634|3153|
1007|8|2015|
1007|8|3153|
1008|2082|1254|
1008|2082|175|
1008|2082|308|
1008|2082|3588|
1008|2082|3730|
1008|2082|4147|
1008|2082|4945|
1008|3240|1254|
1008|3240|175|
1008|3240|308|
1008|3240|3588|
1008|3240|3730|
1008|3240|4147|
1008|3240|4945|
1008|4087|1254|
1008|4087|175|
1008|4087|308|
1008|4087|3588|
1008|4087|3730|
1008|4087|4147|
1008|4087|4945|
1009|2737|2010|
1009|2737|2063|
1009|3159|2010|
1009|3159|2063|
1009|3463|2010|
1009|3463|2063|
1009|4772|2010|
1009|4772|2063|
1010|1146|107|
1010|1146|1403|
1010|1146|2214|
1010|1146|3137|
1010|1146|3937|
1010|1146|4318|
1010|2530|107|
1010|2530|1403|
1010|2530|2214|
1010|2530|3137|
1010|2530|3937|
1010|2530|4318|
1010|760|107|
1010|760|1403|
1010|760|2214|
1010|760|3137|
1010|760|3937|
1010|760|4318|
1012|3993|1338|
1012|3993|1528|
1012|3993|2231|
1012|3993|2413|
1012|426|1338|
1012|426|1528|
1012|426|2231|
1012|426|2413|
1012|4618|1338|
1012|4618|1528|
1012|4618|2231|
1012|4618|2413|
10|127|1581|
1013|2456|2480|
1013|2456|4873|
1013|2456|4994|
1013|3789|2480|
1013|3789|4873|
1013|3789|4994|
1013|4422|2480|
1013|4422|4873|
1013|4422|4994|
1013|4983|2480|
1013|4983|4873|
1013|4983|4994|
101|4155|3077|
101|4155|4553|
101|4155|912|
1014|2341|2678|
1014|2341|4412|
1014|626|2678|
1014|626|4412|
101|4705|3077|
101|4705|4553|
101|4705|912|
1015|2555|1172|
1015|2555|2046|
1015|2555|3219|
1015|2555|3398|
1015|2555|520|
1015|2555|670|
1015|2935|1172|
1015|2935|2046|
1015|2935|3219|
1015|2935|3398|
1015|2935|520|
1015|2935|670|
1016|1040|1287|
1016|1040|2067|
1016|1040|2793|
1016|1040|3269|
1016|1040|3711|
1016|1040|3787|
1016|1040|4089|
1016|1090|1287|
1016|1090|2067|
1016|1090|2793|
1016|1090|3269|
1016|1090|3711|
1016|1090|3787|
1016|1090|4089|
1016|3263|1287|
1016|3263|2067|
1016|3263|2793|
1016|3263|3269|
1016|3263|3711|
1016|3263|3787|
1016|3263|4089|
1016|3760|1287|
1016|3760|2067|
1016|3760|2793|
1016|3760|3269|
1016|3760|3711|
1016|3760|3787|
1016|3760|4089|
1016|387|1287|
1016|387|2067|
1016|387|2793|
1016|387|3269|
1016|387|3711|
1016|387|3787|
1016|387|4089|
1017|4656|1522|
1017|4656|1799|
1017|4656|2580|
1017|4656|317|
1018|2699|1700|
1018|2699|229|
1018|2699|2604|
1018|2699|3274|
1018|2699|544|
1018|693|1700|
1018|693|229|
1018|693|2604|
1018|693|3274|
1018|693|544|
1019|1075|2318|
1019|1075|3205|
1019|1075|3456|
1019|1075|4233|
1019|1075|4288|
1019|1075|4868|
1019|1075|670|
101|949|3077|
101|949|4553|
101|949|912|
1020|1840|2632|
1020|1840|4369|
1020|1840|849|
1020|1840|973|
1020|1968|2632|
1020|1968|4369|
1020|1968|849|
1020|1968|973|
1020|4447|2632|
1020|4447|4369|
1020|4447|849|
1020|4447|973|
1021|1307|2512|
1021|1307|3545|
1021|1307|4823|
1021|2312|2512|
1021|2312|3545|
1021|2312|4823|
1021|2460|2512|
1021|2460|3545|
1021|2460|4823|
102|1335|1602|
102|1335|2077|
102|1335|423|
102|1335|4349|
102|1335|764|
1021|3545|2512|
1021|3545|3545|
1021|3545|4823|
1021|3764|2512|
1021|3764|3545|
1021|3764|4823|
1021|904|2512|
1021|904|3545|
1021|904|4823|
102|2016|1602|
102|2016|2077|
102|2016|423|
102|2016|4349|
102|2016|764|
1022|1411|1256|
1022|1411|1510|
1022|1411|1587|
1022|1411|246|
1022|1411|3352|
1022|1411|3379|
1022|1411|4068|
1022|3408|1256|
1022|3408|1510|
1022|3408|1587|
1022|3408|246|
1022|3408|3352|
1022|3408|3379|
1022|3408|4068|
102|2750|1602|
102|2750|2077|
102|2750|423|
102|2750|4349|
102|2750|764|
102|2900|1602|
102|2900|2077|
102|2900|423|
102|2900|4349|
102|2900|764|
1022|975|1256|
1022|975|1510|
1022|975|1587|
1022|975|246|
1022|975|3352|
1022|975|3379|
1022|975|4068|
102|3124|1602|
102|3124|2077|
102|3124|423|
102|3124|4349|
102|3124|764|
1023|1422|145|
1023|1422|181|
1023|1422|1835|
1023|1422|203|
1023|1422|3862|
1023|1422|4330|
1023|1844|145|
1023|1844|181|
1023|1844|1835|
1023|1844|203|
1023|1844|3862|
1023|1844|4330|
1023|2150|145|
1023|2150|181|
1023|2150|1835|
1023|2150|203|
1023|2150|3862|
1023|2150|4330|
1023|3195|145|
1023|3195|181|
1023|3195|1835|
1023|3195|203|
1023|3195|3862|
1023|3195|4330|
102|3405|1602|
102|3405|2077|
102|3405|423|
102|3405|4349|
102|3405|764|
1023|4266|145|
1023|4266|181|
1023|4266|1835|
1023|4266|203|
1023|4266|3862|
1023|4266|4330|
102|3461|1602|
102|3461|2077|
102|3461|423|
102|3461|4349|
102|3461|764|
102|393|1602|
102|393|2077|
102|393|423|
102|393|4349|
102|393|764|
1025|1492|27|
1025|1492|4116|
1025|1492|4709|
1025|2223|27|
1025|2223|4116|
1025|2223|4709|
1025|2761|27|
1025|2761|4116|
1025|2761|4709|
1025|3423|27|
1025|3423|4116|
1025|3423|4709|
1025|4362|27|
1025|4362|4116|
1025|4362|4709|
1025|770|27|
1025|770|4116|
1025|770|4709|
1026|1432|1335|
1026|1432|3635|
1026|1432|3996|
1026|1432|4053|
1026|1432|4276|
1026|3322|1335|
1026|3322|3635|
1026|3322|3996|
1026|3322|4053|
1026|3322|4276|
1026|730|1335|
1026|730|3635|
1026|730|3996|
1026|730|4053|
1026|730|4276|
1027|1285|285|
1027|1285|3845|
1027|1285|630|
1027|3594|285|
1027|3594|3845|
1027|3594|630|
1027|3901|285|
1027|3901|3845|
1027|3901|630|
1027|4257|285|
1027|4257|3845|
1027|4257|630|
10|2743|1581|
1027|4390|285|
1027|4390|3845|
1027|4390|630|
1027|4652|285|
1027|4652|3845|
1027|4652|630|
1028|4438|25|
1028|4438|4344|
1028|4438|4524|
1028|4438|4691|
1028|4438|4870|
1028|4734|25|
1028|4734|4344|
1028|4734|4524|
1028|4734|4691|
1028|4734|4870|
1029|1642|1485|
1029|1642|3198|
1029|240|1485|
1029|240|3198|
1029|2491|1485|
1029|2491|3198|
1029|3102|1485|
1029|3102|3198|
1030|1893|1482|
1030|1893|2625|
1030|1893|2805|
1030|1893|3731|
1030|1893|409|
1030|1893|918|
1030|3229|1482|
1030|3229|2625|
1030|3229|2805|
1030|3229|3731|
1030|3229|409|
1030|3229|918|
1030|407|1482|
1030|407|2625|
