0|5|9596|1834|
1000|3|6919|2144|
1001|5|9528|2018|
1002|3|5957|1779|
1003|4|9508|2433|
1004|4|9979|1614|
1005|5|7194|2446|
1006|8|9189|2375|
1007|6|9292|1666|
1008|5|8034|2091|
1009|6|9374|2400|
100|9|9870|2363|
1010|7|9186|1044|
1011|6|9492|2289|
1012|3|9929|2434|
1013|9|9678|2480|
1014|3|8745|1569|
101|4|9942|2120|
1015|7|7760|2185|
1016|5|9974|1033|
1017|1|1300|750|
1018|4|9689|2062|
1019|11|9351|2359|
1020|2|8438|235|
1021|4|9827|2312|
1022|6|8934|1719|
1023|6|9510|1724|
1024|4|9025|2310|
102|4|7164|2374|
1025|6|9555|2472|
1026|4|9876|2169|
1027|5|9530|2289|
1028|5|8854|1817|
1029|8|8883|2272|
1030|5|8645|2101|
1031|5|7468|1840|
1032|5|9631|2367|
1033|6|9204|1499|
1034|3|8486|2365|
1035|4|6320|2346|
1036|6|9493|1639|
1037|2|4898|2012|
103|7|9820|2338|
10|3|8233|1908|
1038|6|9723|2370|
1039|5|5836|2395|
1040|3|7756|1559|
1041|3|8300|2486|
1042|4|3559|1993|
1043|7|9396|2394|
1045|5|9536|1660|
1046|1|1311|1277|
1047|5|9714|2106|
104|7|9568|2169|
1048|6|8942|1546|
1049|5|4750|2468|
1050|4|7160|2382|
1051|3|7996|1228|
1052|3|6874|2088|
1053|6|7519|1922|
1054|6|9592|1994|
1055|10|8163|2461|
105|5|7203|2011|
1056|8|9494|1924|
1057|6|7737|2410|
1058|5|6672|2197|
1059|4|9230|2245|
1060|8|8909|2275|
1061|5|8984|1949|
1062|2|2901|1184|
1063|3|9293|2467|
106|3|6760|2115|
1064|5|9326|2327|
1065|5|8481|1046|
1066|5|7993|2049|
1067|4|9041|2019|
1068|5|9001|2230|
1069|4|8839|2095|
1070|7|9802|2373|
1071|2|7385|1322|
1072|5|8664|2480|
1073|5|5152|2288|
1074|9|8599|2060|
1075|3|6030|1508|
107|5|6144|2001|
1076|4|7121|1812|
1077|5|7354|2361|
1078|5|7158|1862|
1079|2|9843|2443|
1080|8|9924|2307|
1081|5|9857|2468|
1082|3|7965|2434|
1083|2|7036|1079|
1084|1|4041|2173|
1085|4|9435|1377|
108|5|9623|2464|
1086|9|8655|2451|
1087|13|9769|2347|
1088|4|5097|2293|
1089|5|6299|1691|
1090|3|8143|2282|
1091|5|5053|2260|
1092|5|8119|1678|
1093|3|6814|2008|
109|3|7080|2394|
1094|8|9464|2383|
1095|4|7959|2206|
1096|3|4430|1573|
1097|4|5842|2348|
1098|5|8717|2496|
1099|4|9323|974|
1100|7|9932|1973|
1101|10|7813|2187|
1102|4|6686|1829|
1103|11|8421|1980|
1104|4|9320|2077|
1105|5|9020|1891|
1106|3|5374|1995|
1107|7|9103|2093|
1108|2|7953|374|
1109|4|9400|1006|
110|9|8298|2391|
1110|6|9603|1926|
1111|3|8695|1370|
1113|6|8754|1837|
1114|7|9733|2083|
1115|4|7606|2347|
1116|5|9429|2262|
111|7|7891|1816|
1117|7|9955|2099|
1118|9|7480|2233|
1119|9|9451|2348|
1120|4|1530|2364|
1121|3|9704|2008|
1122|1|451|2088|
1123|3|5874|1929|
1124|5|8812|2383|
1125|12|9847|2370|
1126|2|6730|874|
1127|5|8641|1691|
112|7|9746|2092|
1128|5|6988|2374|
1129|3|8243|2426|
1130|5|8317|1846|
1131|6|7288|2429|
1132|4|9579|1776|
1133|5|9552|1513|
1134|3|5438|625|
1135|5|7733|2490|
1136|6|9127|2456|
113|6|9674|1667|
1137|7|8632|2494|
1138|2|6555|2021|
1139|2|7616|2266|
1140|3|7292|1952|
1141|6|9273|2250|
1142|5|6863|2084|
1143|3|4253|2269|
1144|1|8260|990|
114|4|8299|2467|
1145|13|8724|2307|
1146|9|9875|2328|
1147|4|9263|1729|
1148|5|8822|2472|
1149|6|7711|2432|
1150|3|9196|875|
1151|4|9410|1956|
1152|2|6639|2396|
1153|11|8468|2499|
115|3|8850|1942|
1154|2|3661|602|
1155|8|4846|2151|
1156|4|8669|1956|
1157|7|9079|2105|
1158|6|9441|2302|
11|5|9120|2356|
1159|7|9581|1977|
1160|7|9830|2168|
1161|2|8991|1924|
1162|3|7896|2037|
1163|1|5028|513|
1164|4|8653|2323|
116|4|9670|1351|
1165|3|8443|2460|
1166|5|8845|2012|
1167|8|5317|2295|
1168|3|5520|1872|
1169|5|9856|2025|
1170|4|8620|2097|
1171|8|9786|1840|
1172|10|8571|2188|
1173|3|6858|2185|
1174|3|3729|1863|
1175|5|9836|1495|
1176|6|9658|2102|
1177|2|3441|1066|
117|7|8720|1387|
1178|2|9998|1887|
1179|3|9452|1260|
1180|7|9619|2410|
1181|2|7371|2434|
1182|3|9574|2494|
1183|8|8103|2178|
1184|7|8263|1869|
1185|5|8600|1932|
1186|7|9690|2180|
1187|3|8011|2442|
118|7|9078|2455|
1188|3|8445|2081|
1189|7|9801|2327|
1190|1|4574|1809|
1191|9|8095|2480|
1192|4|8808|1966|
1193|3|4843|1331|
1194|3|4292|2335|
1195|9|8625|2466|
1196|8|9781|2408|
119|6|9898|1916|
1198|3|6140|1893|
1199|2|9137|1595|
1200|6|9871|2354|
1202|3|9171|1420|
1203|3|8261|2482|
1204|6|7874|2330|
1205|3|6038|1754|
1206|2|6062|2081|
120|6|7464|1989|
1207|2|4277|2066|
1208|3|8463|2320|
1209|4|8265|2074|
1210|7|7362|2460|
1211|4|7613|1824|
1212|7|9780|2255|
1213|2|9783|1600|
121|4|7510|1432|
1214|8|8208|2145|
1215|6|9788|2368|
1216|9|9742|2125|
1217|8|8910|2496|
1218|4|5211|2133|
1219|5|4674|2497|
1220|3|7598|2357|
1221|6|7220|1719|
1222|1|3540|10|
1223|9|8885|1925|
1224|2|3631|845|
1225|5|9565|2269|
122|5|9083|2247|
1226|2|4935|1332|
1227|5|9010|2149|
1228|6|7781|1908|
1229|4|6151|2153|
1230|5|9750|2057|
1231|6|7844|1055|
1232|4|8737|2361|
1233|6|8312|2344|
1234|5|9982|2188|
1235|4|8210|2160|
1236|6|8851|2018|
1237|6|8429|2322|
123|7|8232|1567|
1238|8|9112|2293|
1239|5|9672|2147|
1240|4|9947|2432|
1241|6|8558|2401|
1242|3|9575|1909|
1243|3|4263|2336|
1244|3|9144|1924|
124|4|6526|1349|
1245|4|5216|1413|
1246|6|8985|2371|
1247|6|8396|1969|
1248|8|8713|2475|
1249|6|8957|2306|
1250|5|9545|1720|
1251|3|3822|1482|
1252|4|9881|1796|
1253|7|8941|2220|
1254|4|9167|2270|
125|4|8268|2108|
1255|5|7812|2038|
1256|6|9951|1998|
1257|5|8860|1928|
