0|341|249|
0|341|296|
0|341|64|
100|410|286|
100|410|307|
100|410|384|
100|410|455|
100|410|51|
101|279|272|
101|279|297|
101|279|348|
101|279|39|
101|279|466|
102|116|238|
102|116|256|
102|116|383|
102|116|98|
10|276|126|
10|276|476|
103|419|322|
103|419|449|
103|419|92|
104|206|13|
104|206|211|
104|206|231|
104|206|272|
104|206|334|
104|206|379|
105|442|183|
105|442|291|
105|442|342|
106|394|204|
106|394|218|
106|394|325|
107|439|0|
107|439|112|
107|439|141|
107|439|208|
107|439|226|
107|439|316|
107|439|350|
107|439|448|
107|439|473|
107|439|87|
108|351|101|
108|351|191|
108|351|193|
108|351|21|
108|351|458|
109|317|329|
109|317|356|
109|317|382|
109|317|391|
109|317|408|
109|317|481|
109|317|6|
110|132|399|
110|132|434|
110|132|8|
111|369|104|
111|369|149|
111|369|187|
111|369|198|
111|369|288|
111|369|387|
111|369|401|
111|369|401|
111|369|492|
112|260|147|
112|260|206|
112|260|263|
112|260|270|
112|260|376|
11|270|102|
11|270|120|
11|270|265|
11|270|297|
11|270|302|
11|270|58|
11|270|72|
11|270|91|
113|80|249|
113|80|25|
113|80|423|
114|446|111|
114|446|148|
114|446|269|
114|446|284|
114|446|294|
114|446|4|
114|446|84|
115|59|291|
116|58|215|
116|58|395|
116|58|452|
116|58|89|
117|497|100|
117|497|122|
117|497|18|
117|497|468|
119|312|360|
119|312|477|
119|312|91|
120|318|147|
120|318|167|
120|318|472|
120|318|486|
120|318|52|
120|318|54|
121|298|269|
121|298|279|
121|298|303|
121|298|371|
122|368|108|
122|368|215|
122|368|342|
122|368|430|
12|290|144|
12|290|174|
12|290|225|
12|290|244|
12|290|350|
12|290|75|
12|290|82|
12|290|87|
123|437|174|
123|437|181|
123|437|318|
123|437|70|
124|453|131|
124|453|136|
124|453|307|
124|453|382|
124|453|387|
124|453|492|
125|161|193|
125|161|261|
125|161|281|
125|161|369|
125|161|424|
126|455|20|
126|455|234|
126|455|335|
126|455|355|
126|455|420|
126|455|497|
126|455|94|
127|410|208|
127|410|256|
127|410|320|
127|410|331|
127|410|418|
127|410|454|
127|410|455|
127|410|482|
128|185|303|
128|185|308|
128|185|312|
128|185|358|
128|185|378|
128|185|460|
129|378|102|
129|378|129|
129|378|272|
129|378|304|
129|378|341|
129|378|421|
129|378|478|
129|378|92|
130|219|123|
130|219|78|
131|249|246|
131|249|3|
131|249|349|
131|249|43|
131|249|446|
131|249|83|
13|195|117|
13|195|128|
13|195|208|
13|195|23|
13|195|267|
13|195|304|
13|195|374|
13|195|410|
13|195|456|
13|195|475|
13|195|485|
132|190|112|
132|190|181|
